suite,eval_id,provider_id,provider_label,prompt_label,prompt_version,input_mode,case_id,variant,classification_level,score,passed,api_error,latency_ms,cost,prompt_tokens,completion_tokens,total_tokens
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-02,flattened,case category,1.0,True,False,1386,0,1046,131,1177
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-02,flattened,case category,1.0,True,False,900,0,1115,156,1271
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-02,flattened,case type,0.0,False,False,2420,0,547,597,1144
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-02,flattened,case type,1.0,True,False,1515,0.00031150000000000004,795,122,917
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-02,flattened,case type,1.0,True,False,1311,0.00026905,539,129,668
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-02,flattened,case type,1.0,True,False,1878,0.00035135000000000006,863,143,1006
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-02,flattened,case type,1.0,True,False,2128,0.004477500000000001,795,166,961
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-02,flattened,case type,1.0,True,False,2040,0.0038675000000000003,539,168,707
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-02,flattened,case type,1.0,True,False,2145,0.0046925000000000005,863,169,1032
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-02,flattened,case type,1.0,True,False,2136,0,889,173,1062
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-02,flattened,case type,1.0,True,False,1731,0,578,139,717
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-02,flattened,case type,1.0,True,False,1324,0,964,145,1109
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-02,flattened,case type,1.0,True,False,982,0,800,152,952
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-02,flattened,case type,1.0,True,False,851,0,869,124,993
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-02,flattened,filing type,0.0,False,False,2082,0,1121,501,1622
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-02,flattened,filing type,0.0,False,False,5192,0,1374,460,1834
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-02,flattened,filing type,0.0,False,False,5119,0,1443,651,2094
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-02,flattened,filing type,1.0,True,False,2036,0.00049215,1367,175,1542
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-02,flattened,filing type,1.0,True,False,1819,0.00037595,1111,123,1234
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-02,flattened,filing type,1.0,True,False,1708,0.00045700000000000005,1435,136,1571
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-02,flattened,filing type,1.0,True,False,2333,0.0057125000000000006,1367,153,1520
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-02,flattened,filing type,1.0,True,False,2256,0.0053575,1111,172,1283
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-02,flattened,filing type,1.0,True,False,1522,0.0057775000000000005,1435,146,1581
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-02,flattened,filing type,1.0,True,False,1534,0,1612,156,1768
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-02,flattened,filing type,1.0,True,False,1892,0,1301,172,1473
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-02,flattened,filing type,1.0,True,False,1944,0,1687,154,1841
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-04,flattened,case type,0.4,False,False,3805,0.0079775,1355,306,1661
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-04,flattened,case type,0.0,False,False,3466,0.0061875,1215,210,1425
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-04,flattened,case type,0.4,False,False,4096,0.008545,1414,334,1748
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-04,flattened,case type,0.0,False,False,2677,0,1358,662,2020
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-04,flattened,case type,0.0,False,False,2320,0,1218,626,1844
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-04,flattened,case type,0.0,False,False,2519,0,1417,650,2067
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-04,flattened,case type,1.0,True,False,2160,0.000541,1355,216,1571
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-04,flattened,case type,1.0,True,False,1977,0.0005565500000000001,1414,219,1633
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-04,flattened,case type,1.0,True,False,2862,0.0007105000000000001,1215,374,1589
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-04,flattened,case type,1.0,True,False,3067,0,1624,210,1834
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-04,flattened,case type,1.0,True,False,1360,0,1442,214,1656
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-04,flattened,case type,1.0,True,False,1672,0,1689,232,1921
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-08,flattened,case category,0.0,False,False,1829,0.0004399,1062,182,1244
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-08,flattened,case category,0.0,False,False,2200,0.00037830000000000003,804,174,978
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-08,flattened,case category,0.0,False,False,1895,0.004540000000000001,988,138,1126
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-08,flattened,case category,0.0,False,False,2036,0.004575,804,171,975
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-08,flattened,case category,0.0,False,False,1022,0,1151,138,1289
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-08,flattened,case category,0.0,False,False,2533,0.00516,1062,167,1229
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-08,flattened,case category,0.0,False,False,1333,0,908,187,1095
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-08,flattened,case category,0.0,False,False,1095,0,995,114,1109
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-08,flattened,case category,0.0,False,False,2109,0,813,507,1320
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-08,flattened,case category,0.0,False,False,5709,0,1070,571,1641
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-08,flattened,case category,0.0,False,False,12277,0,1237,165,1402
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-08,flattened,case category,1.0,True,False,1582,0.0003776,988,144,1132
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-10,motion-facsimile,case type,0.0,False,False,1966,0,735,605,1340
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-10,motion-facsimile,case type,0.0,False,False,1929,0,522,556,1078
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-10,motion-facsimile,case type,0.0,False,False,2384,0,800,721,1521
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-10,motion-facsimile,case type,1.0,True,False,2273,0.0003679,727,178,905
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-10,motion-facsimile,case type,1.0,True,False,1861,0.00031595,511,171,682
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-10,motion-facsimile,case type,1.0,True,False,2507,0.00036820000000000006,791,168,959
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-10,motion-facsimile,case type,1.0,True,False,2105,0.0043675,727,170,897
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-10,motion-facsimile,case type,1.0,True,False,2422,0.004517500000000001,511,216,727
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-10,motion-facsimile,case type,1.0,True,False,2411,0.0050375,791,204,995
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-10,motion-facsimile,case type,1.0,True,False,4287,0,804,175,979
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-10,motion-facsimile,case type,1.0,True,False,3675,0,551,176,727
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-10,motion-facsimile,case type,1.0,True,False,4016,0,879,201,1080
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-10,motion-facsimile,filing type,0.4,False,False,1408,0,3943,131,4074
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-10,motion-facsimile,filing type,0.0,False,False,10956,0.01185,2892,308,3200
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-10,motion-facsimile,filing type,0.0,False,False,3091,0,2912,422,3334
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-10,motion-facsimile,filing type,0.0,False,False,5161,0,3124,507,3631
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-10,motion-facsimile,filing type,0.0,False,False,2345,0,3190,427,3617
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-10,motion-facsimile,filing type,1.0,True,False,2261,0.0008966,3108,220,3328
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-10,motion-facsimile,filing type,1.0,True,False,1426,0.00036993000000000003,2892,165,3057
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-10,motion-facsimile,filing type,1.0,True,False,2193,0.0009519000000000001,3172,254,3426
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:source-first-3-pages,v1,source-first-3-pages,IL-10,motion-facsimile,filing type,1.0,True,False,2535,0.010320000000000001,3108,170,3278
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:gpt-5.4,openai-large:gpt-5.4,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-10,motion-facsimile,filing type,1.0,True,False,2613,0.005113,3172,177,3349
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:evidence-only,v1,evidence-only,IL-10,motion-facsimile,filing type,1.0,True,False,1200,0,3690,123,3813
staged-taxonomy,eval-j8K-2026-08-22T23:16:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v1:evidence+source-first-3-pages,v1,evidence+source-first-3-pages,IL-10,motion-facsimile,filing type,1.0,True,False,3492,0,4018,169,4187
