suite,eval_id,provider_id,provider_label,prompt_label,prompt_version,input_mode,case_id,variant,score,passed,api_error,latency_ms,cost,prompt_tokens,completion_tokens,total_tokens
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v2-evidence-bound:markitdown+fields,v2-evidence-bound,markitdown+fields,MA-01,interactive,1.0,True,False,1465,0.004900000000000001,1432,132,1564
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v1-production:vision+markitdown+fields,v1-production,vision+markitdown+fields,MA-01,interactive,0.858808618504436,True,False,3252,0.0061125,1949,124,2073
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision+markitdown+fields,v2-evidence-bound,vision+markitdown+fields,MA-01,interactive,1.0,True,False,2944,0.006542500000000001,2065,138,2203
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:markitdown+fields,v2-evidence-bound,markitdown+fields,MA-01,interactive,1.0,True,False,3671,0,1431,137,1568
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision+markitdown+fields,v2-evidence-bound,vision+markitdown+fields,MA-01,interactive,1.0,True,False,2146,0,3904,137,4041
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:markitdown+fields,v2-evidence-bound,markitdown+fields,MA-01,interactive,0.858808618504436,True,False,689,0,1432,137,1569
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v1-production:vision+markitdown+fields,v1-production,vision+markitdown+fields,MA-01,interactive,1.0,True,False,2029,0,3786,130,3916
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision+markitdown+fields,v2-evidence-bound,vision+markitdown+fields,MA-01,interactive,0.858808618504436,True,False,2328,0,3904,141,4045
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v1-production:markitdown+fields,v1-production,markitdown+fields,MA-01,flattened,0.0,False,False,1683,0,552,185,737
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v1-production:markitdown,v1-production,markitdown,MA-01,flattened,0.0,False,False,3645,0,543,462,1005
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v1-production:vision+markitdown+fields,v1-production,vision+markitdown+fields,MA-01,flattened,0.0,False,False,1604,0,3071,144,3215
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v1-production:markitdown,v1-production,markitdown,MA-01,flattened,0.0,False,False,1513,0,544,544,1088
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v1-production:markitdown+fields,v1-production,markitdown+fields,MA-01,flattened,0.0,False,False,2145,0,553,605,1158
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production:markitdown,v1-production,markitdown,MA-01,flattened,1.0,True,False,2534,0.00045025,545,273,818
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:markitdown,v2-evidence-bound,markitdown,MA-01,flattened,0.858808618504436,True,False,1859,0.00033035,708,151,859
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production:markitdown+fields,v1-production,markitdown+fields,MA-01,flattened,1.0,True,False,2803,0.00060705,554,397,951
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:markitdown+fields,v2-evidence-bound,markitdown+fields,MA-01,flattened,0.7357990551906901,True,False,3354,0.0005121500000000001,717,295,1012
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production:vision+markitdown+fields,v1-production,vision+markitdown+fields,MA-01,flattened,0.7460709759188846,True,False,2602,0.00058905,1514,229,1743
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision+markitdown+fields,v2-evidence-bound,vision+markitdown+fields,MA-01,flattened,0.858808618504436,True,False,2304,0.00054975,1630,179,1809
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:markitdown,v2-evidence-bound,markitdown,MA-01,flattened,0.8372623574144487,True,False,3402,0.00549,708,248,956
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production:markitdown,v1-production,markitdown,MA-01,flattened,0.8372623574144487,True,False,9480,0.0063125,545,330,875
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production:markitdown+fields,v1-production,markitdown+fields,MA-01,flattened,0.8372623574144487,True,False,6346,0.005030000000000001,554,243,797
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:markitdown+fields,v2-evidence-bound,markitdown+fields,MA-01,flattened,1.0,True,False,3395,0.0051225,717,222,939
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production:vision+markitdown+fields,v1-production,vision+markitdown+fields,MA-01,flattened,0.8372623574144487,True,False,3444,0.00785,1514,271,1785
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v1-production:markitdown,v1-production,markitdown,MA-01,flattened,0.6064579044316827,True,False,3433,0.00015509999999999998,546,122,668
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision+markitdown+fields,v2-evidence-bound,vision+markitdown+fields,MA-01,flattened,0.8372623574144487,True,False,8129,0.007195,1630,208,1838
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:markitdown,v2-evidence-bound,markitdown,MA-01,flattened,0.6641338895510529,True,False,1798,0.00019095,709,141,850
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v1-production:markitdown+fields,v1-production,markitdown+fields,MA-01,flattened,0.6064579044316827,True,False,1427,0.00015644999999999998,555,122,677
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:markitdown+fields,v2-evidence-bound,markitdown+fields,MA-01,flattened,0.6641338895510529,True,False,2371,0.00019229999999999999,718,141,859
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v1-production:vision+markitdown+fields,v1-production,vision+markitdown+fields,MA-01,flattened,1.0,True,False,1767,0.00399135,26109,125,26234
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v1-production:markitdown,v1-production,markitdown,MA-01,flattened,0.9032530629488804,True,False,1117,0.002385,546,102,648
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision+markitdown+fields,v2-evidence-bound,vision+markitdown+fields,MA-01,flattened,0.858808618504436,True,False,2436,0.0040183499999999995,26225,141,26366
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v2-evidence-bound:markitdown,v2-evidence-bound,markitdown,MA-01,flattened,1.0,True,False,1414,0.0031425000000000003,709,137,846
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v1-production:markitdown+fields,v1-production,markitdown+fields,MA-01,flattened,0.9032530629488804,True,False,1227,0.0024075,555,102,657
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v2-evidence-bound:markitdown+fields,v2-evidence-bound,markitdown+fields,MA-01,flattened,1.0,True,False,994,0.0030350000000000004,718,124,842
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v1-production:vision+markitdown+fields,v1-production,vision+markitdown+fields,MA-01,flattened,0.858808618504436,True,False,3173,0.004327500000000001,1235,124,1359
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision+markitdown+fields,v2-evidence-bound,vision+markitdown+fields,MA-01,flattened,1.0,True,False,2680,0.0046375,1351,126,1477
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:markitdown,v2-evidence-bound,markitdown,MA-01,flattened,0.8372623574144487,True,False,1137,0,707,119,826
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:markitdown+fields,v2-evidence-bound,markitdown+fields,MA-01,flattened,0.8372623574144487,True,False,1123,0,716,119,835
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision+markitdown+fields,v2-evidence-bound,vision+markitdown+fields,MA-01,flattened,1.0,True,False,1775,0,3189,135,3324
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:markitdown,v2-evidence-bound,markitdown,MA-01,flattened,0.858808618504436,True,False,915,0,708,124,832
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:markitdown+fields,v2-evidence-bound,markitdown+fields,MA-01,flattened,0.858808618504436,True,False,641,0,717,137,854
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v1-production:vision+markitdown+fields,v1-production,vision+markitdown+fields,MA-01,flattened,1.0,True,False,2687,0,3071,130,3201
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision+markitdown+fields,v2-evidence-bound,vision+markitdown+fields,MA-01,flattened,1.0,True,False,2115,0,3189,141,3330
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production:markitdown,v1-production,markitdown,MA-01,scanned,0.0,False,False,1328,8.065000000000001e-05,272,21,293
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:markitdown,v2-evidence-bound,markitdown,MA-01,scanned,0.0,False,False,1595,0.00019950000000000002,435,90,525
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production:markitdown+fields,v1-production,markitdown+fields,MA-01,scanned,0.0,False,False,868,0.00010975000000000001,280,43,323
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:markitdown+fields,v2-evidence-bound,markitdown+fields,MA-01,scanned,0.0,False,False,1692,0.00023485000000000002,443,117,560
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production:markitdown,v1-production,markitdown,MA-01,scanned,0.0,False,False,4526,0.00125,272,38,310
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:markitdown,v2-evidence-bound,markitdown,MA-01,scanned,0.0,False,False,4494,0.0030075,435,128,563
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:markitdown+fields,v2-evidence-bound,markitdown+fields,MA-01,scanned,0.0,False,False,1654,0.0018725000000000002,443,51,494
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production:markitdown+fields,v1-production,markitdown+fields,MA-01,scanned,0.0,False,False,1879,0.00103,280,22,302
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v1-production:markitdown,v1-production,markitdown,MA-01,scanned,0.0,False,False,2921,0.00018314999999999998,273,237,510
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:markitdown,v2-evidence-bound,markitdown,MA-01,scanned,0.0,False,False,1485,0.00011279999999999999,436,79,515
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:markitdown+fields,v2-evidence-bound,markitdown+fields,MA-01,scanned,0.0,False,False,1196,0.00011399999999999999,444,79,523
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v1-production:markitdown+fields,v1-production,markitdown+fields,MA-01,scanned,0.0,False,False,2402,0.00018434999999999998,281,237,518
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v1-production:markitdown,v1-production,markitdown,MA-01,scanned,0.0,False,False,1492,0.0030525,273,237,510
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v2-evidence-bound:markitdown,v2-evidence-bound,markitdown,MA-01,scanned,0.0,False,False,1542,0.0018800000000000002,436,79,515
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v2-evidence-bound:markitdown+fields,v2-evidence-bound,markitdown+fields,MA-01,scanned,0.0,False,False,1049,0.0019000000000000002,444,79,523
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v1-production:markitdown+fields,v1-production,markitdown+fields,MA-01,scanned,0.0,False,False,2252,0.0030725,281,237,518
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v1-production:markitdown,v1-production,markitdown,MA-01,scanned,0.0,False,False,872,0,274,73,347
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:markitdown,v2-evidence-bound,markitdown,MA-01,scanned,0.0,False,False,1013,0,438,80,518
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:markitdown+fields,v2-evidence-bound,markitdown+fields,MA-01,scanned,0.0,False,False,1038,0,446,80,526
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v1-production:markitdown+fields,v1-production,markitdown+fields,MA-01,scanned,0.0,False,False,1340,0,282,126,408
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v1-production:vision+markitdown+fields,v1-production,vision+markitdown+fields,MA-01,scanned,0.0,False,False,1651,0,2801,140,2941
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:markitdown,v2-evidence-bound,markitdown,MA-01,scanned,0.0,False,False,460,0,439,82,521
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v1-production:markitdown+fields,v1-production,markitdown+fields,MA-01,scanned,0.0,False,False,393,0,283,48,331
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v1-production:markitdown,v1-production,markitdown,MA-01,scanned,0.0,False,False,2610,0,275,789,1064
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:markitdown+fields,v2-evidence-bound,markitdown+fields,MA-01,scanned,0.0,False,False,2148,0,447,454,901
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production:vision+markitdown+fields,v1-production,vision+markitdown+fields,MA-01,scanned,0.858808618504436,True,False,3263,0.0005692500000000001,1240,257,1497
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision+markitdown+fields,v2-evidence-bound,vision+markitdown+fields,MA-01,scanned,0.7142527941007029,True,False,2116,0.0005099500000000001,1356,191,1547
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production:vision+markitdown+fields,v1-production,vision+markitdown+fields,MA-01,scanned,0.8372623574144487,True,False,2907,0.005170000000000001,1240,138,1378
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision+markitdown+fields,v2-evidence-bound,vision+markitdown+fields,MA-01,scanned,0.8372623574144487,True,False,4929,0.007260000000000001,1356,258,1614
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v1-production:vision+markitdown+fields,v1-production,vision+markitdown+fields,MA-01,scanned,0.6048795944233206,True,False,2853,0.003958049999999999,25835,138,25973
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision+markitdown+fields,v2-evidence-bound,vision+markitdown+fields,MA-01,scanned,0.858808618504436,True,False,2559,0.003980249999999999,25951,146,26097
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v1-production:vision+markitdown+fields,v1-production,vision+markitdown+fields,MA-01,scanned,0.858808618504436,True,False,2518,0.0037125000000000005,961,131,1092
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision+markitdown+fields,v2-evidence-bound,vision+markitdown+fields,MA-01,scanned,1.0,True,False,3276,0.0040825,1077,139,1216
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision+markitdown+fields,v2-evidence-bound,vision+markitdown+fields,MA-01,scanned,1.0,True,False,1937,0,2919,137,3056
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v1-production:vision+markitdown+fields,v1-production,vision+markitdown+fields,MA-01,scanned,1.0,True,False,1611,0,2801,125,2926
production-context,eval-PLg-2026-08-22T19:57:32,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision+markitdown+fields,v2-evidence-bound,vision+markitdown+fields,MA-01,scanned,0.858808618504436,True,False,1295,0,2919,137,3056
