suite,provider_label,prompt_label,prompt_version,input_mode,case_id,variant,classification_level,field,passed,score,reason
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,,form identifier,False,0.0,"form identifier: unexpected value ""CJ-D 101B"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,,court,False,0.0,"court: unexpected value ""Probate and Family Court Department; The Trial Court; Commonwealth of Massachusetts"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,,filing type,False,0.0,"filing type: unexpected value ""COMPLAINT FOR DIVORCE PURSUANT TO G.L. c. 208 § 1B"" (verified_live_crosswalk_supported, confidence 0.98)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,,case category,False,0.0,"case category: unexpected value ""Probate and Family Court"" (verified_live_crosswalk_supported, confidence 0.98)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,,case type,True,1.0,"case type: matched (verified_live_crosswalk_supported, confidence 0.98)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,,form revision,False,0.0,"form revision: unexpected field ""(4/07)"""
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,,form name,False,0.0,"form name: unexpected value ""COMPLAINT FOR DIVORCE PURSUANT TO G.L. c. 208 ß 1B"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,,form identifier,False,0.0,"form identifier: unexpected value ""CJ-D 101B"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,,document title,False,0.0,"document title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,,court,False,0.0,"court: unexpected value ""Probate and Family Court Department"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,,case title,False,0.0,"case title: unexpected value ""Jordan Morgan V. Taylor Morgan"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: unexpected value ""Jordan Morgan"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,,defendant or respondent names,False,0.0,"defendant or respondent names: unexpected value ""Taylor Morgan"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,,document date,False,0.0,"document date: unexpected value ""06/20/2015"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,,filing type,False,0.0,"filing type: unexpected value ""COMPLAINT FOR DIVORCE PURSUANT TO G.L. c. 208 ß 1B"" (verified_live_crosswalk_supported, confidence 0.98)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,,case category,False,0.0,"case category: unexpected value ""Probate and Family Court Department"" (verified_live_crosswalk_supported, confidence 0.98)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,,case type,True,1.0,"case type: matched (verified_live_crosswalk_supported, confidence 0.98)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,,form revision,False,0.0,"form revision: unexpected field ""4/07"""
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,form name,False,0.0,"form name: unexpected value ""COMPLAINT FOR DIVORCE PURSUANT TO G.L. c. 208 ß 1B"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,form identifier,False,0.0,"form identifier: unexpected value ""CJ-D 101B"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,court,False,0.0,"court: unexpected value ""Probate and Family Court Department, The Trial Court, Commonwealth of Massachusetts"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: unexpected value ""Jordan Morgan"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,defendant or respondent names,False,0.0,"defendant or respondent names: unexpected value ""Taylor Morgan"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,document date,False,0.0,"document date: unexpected value ""06/20/2015"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,filing type,False,0.0,"filing type: unexpected value ""COMPLAINT FOR DIVORCE PURSUANT TO G.L. c. 208 ß 1B"" (verified_live_crosswalk_supported, confidence 0.98)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,case category,False,0.0,"case category: unexpected value ""Probate and Family Court"" (verified_live_crosswalk_supported, confidence 0.98)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,case type,True,1.0,"case type: matched (verified_live_crosswalk_supported, confidence 0.98)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,form revision,False,0.0,"form revision: unexpected field ""4/07"""
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,flattened,,form name,False,0.0,"form name: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,flattened,,form identifier,False,0.0,"form identifier: unexpected value ""CJ-D 101B"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,flattened,,court,False,0.0,"court: unexpected value ""Probate and Family Court Department, The Trial Court, Commonwealth of Massachusetts"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,flattened,,case title,False,0.0,"case title: unexpected value ""Jordan Morgan v. Taylor Morgan"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,flattened,,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: unexpected value ""Jordan Morgan"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,flattened,,defendant or respondent names,False,0.0,"defendant or respondent names: unexpected value ""Taylor Morgan"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,flattened,,document date,False,0.0,"document date: unexpected value ""Date 08/10/2026"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,flattened,,filing type,False,0.0,"filing type: unexpected value ""COMPLAINT FOR DIVORCE PURSUANT TO G.L. c. 208 ß 1B"" (verified_live_crosswalk_supported, confidence 0.98)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,flattened,,case category,False,0.0,"case category: unexpected value ""Probate and Family Court Department"" (verified_live_crosswalk_supported, confidence 0.98)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,flattened,,case type,True,1.0,"case type: matched (verified_live_crosswalk_supported, confidence 0.98)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,flattened,,form revision,False,0.0,"form revision: unexpected field ""(4/07)"""
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,form name,False,0.0,"form name: unexpected value ""COMPLAINT FOR DIVORCE PURSUANT TO G.L. c. 208 ß 1B"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,form identifier,False,0.0,"form identifier: unexpected value ""CJ-D 101B"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,court,False,0.0,"court: unexpected value ""Probate and Family Court Department, The Trial Court, Commonwealth of Massachusetts"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,document date,False,0.0,"document date: unexpected value ""Date 08/10/2026"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,filing type,False,0.0,"filing type: unexpected value ""Complaint for Divorce Pursuant to G.L. c. 208 ß 1B"" (verified_live_crosswalk_supported, confidence 0.98)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,case category,False,0.0,"case category: unexpected value ""Family"" (verified_live_crosswalk_supported, confidence 0.98)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,case type,True,1.0,"case type: matched (verified_live_crosswalk_supported, confidence 0.98)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,,form revision,False,0.0,"form revision: unexpected field ""(4/07)"""
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,VT-06,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,VT-06,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,VT-06,flattened,,document title,False,0.0,"document title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,VT-06,flattened,,court,False,0.0,"court: unexpected value ""Superior Court Probate Division (Addison)"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,VT-06,flattened,,case category,False,0.0,"case category: unexpected value ""Probate Division"" (verified_live, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,VT-06,flattened,,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,VT-06,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,VT-06,flattened,,document date,False,0.0,"document date: unexpected value ""08/14/2026"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,VT-06,flattened,,filing type,False,0.0,"filing type: unexpected value ""Petition of Adult to Change Name"" (verified_live_generic_filing_label, confidence 0.72)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,VT-06,flattened,,case type,True,1.0,"case type: matched (verified_live, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,VT-06,flattened,,form revision,False,0.0,"form revision: unexpected field ""06/2026"""
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,VT-06,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,VT-06,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,VT-06,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,VT-06,flattened,,court,False,0.0,"court: unexpected value ""STATE OF VERMONT SUPERIOR COURT PROBATE DIVISION"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,VT-06,flattened,,case category,False,0.0,"case category: unexpected value ""Probate Division"" (verified_live, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,VT-06,flattened,,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,VT-06,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,VT-06,flattened,,document date,False,0.0,"document date: unexpected value ""Date: 08/14/2026"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,VT-06,flattened,,filing type,False,0.0,"filing type: missing (verified_live_generic_filing_label, confidence 0.72)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,VT-06,flattened,,case type,False,0.0,"case type: unexpected value ""Name change"" (verified_live, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,VT-06,flattened,,form revision,False,0.0,"form revision: unexpected field ""(06/2026)"""
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,court,False,0.0,"court: unexpected value ""Superior Court Probate Division (Addison)"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,case category,False,0.0,"case category: unexpected value ""Superior Court Probate Division"" (verified_live, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,document date,False,0.0,"document date: unexpected value ""08/14/2026"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,filing type,False,0.0,"filing type: unexpected value ""Petition of Adult to Change Name"" (verified_live_generic_filing_label, confidence 0.72)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,case type,False,0.0,"case type: unexpected value ""Petition to Change Name (Adult)"" (verified_live, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,form revision,False,0.0,"form revision: unexpected field ""06/2026"""
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,VT-06,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
