suite,eval_id,provider_id,provider_label,prompt_label,prompt_version,input_mode,case_id,variant,classification_level,score,passed,api_error,latency_ms,cost,prompt_tokens,completion_tokens,total_tokens
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:role-rubric,v2,role-rubric,MA-06,flattened,filing type,1.0,True,False,1631,0,1763,202,1965
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:role-rubric,v2,role-rubric,MA-06,flattened,filing type,1.0,True,False,2170,0.00029035,1560,167,1727
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:role-rubric,v2,role-rubric,VT-01,flattened,case category,1.0,True,False,1827,0.00039315,972,159,1131
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:role-rubric,v2,role-rubric,VT-01,flattened,case category,1.0,True,False,1940,0,1075,253,1328
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:role-rubric,v2,role-rubric,VT-01,flattened,case type,1.0,True,False,1270,0,1572,185,1757
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:role-rubric,v2,role-rubric,VT-01,flattened,case type,1.0,True,False,1752,0.00035423000000000003,1399,207,1606
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:role-rubric,v2,role-rubric,VT-01,flattened,filing type,1.0,True,False,1577,0,4361,198,4559
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:role-rubric,v2,role-rubric,VT-01,flattened,filing type,1.0,True,False,2377,0.00041431000000000004,3773,207,3980
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:role-rubric,v2,role-rubric,VT-03,flattened,case type,1.0,True,False,2144,0.00038214,2186,214,2400
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:role-rubric,v2,role-rubric,VT-03,flattened,case type,1.0,True,False,1767,0,2559,217,2776
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:role-rubric,v2,role-rubric,VT-03,flattened,filing type,1.0,True,False,1699,0,3016,238,3254
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:role-rubric,v2,role-rubric,VT-03,flattened,filing type,1.0,True,False,2137,0.00040933000000000007,2614,241,2855
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:role-rubric,v2,role-rubric,VT-06,flattened,filing type,1.0,True,False,1814,0.00040420000000000007,2925,224,3149
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:role-rubric,v2,role-rubric,VT-06,flattened,filing type,1.0,True,False,1592,0,3363,215,3578
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:role-rubric,v2,role-rubric,IL-02,flattened,case category,1.0,True,False,1379,0,1424,175,1599
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:role-rubric,v2,role-rubric,IL-02,flattened,case category,1.0,True,False,1706,0.00027813,1256,169,1425
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:role-rubric,v2,role-rubric,IL-02,flattened,case type,1.0,True,False,2018,0.0003922,1011,152,1163
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:role-rubric,v2,role-rubric,IL-02,flattened,case type,1.0,True,False,3981,0,1120,200,1320
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:role-rubric,v2,role-rubric,IL-02,flattened,filing type,1.0,True,False,1819,0.00036205000000000005,1581,221,1802
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:role-rubric,v2,role-rubric,IL-02,flattened,filing type,1.0,True,False,1670,0,1841,191,2032
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:role-rubric,v2,role-rubric,IL-04,flattened,case type,1.0,True,False,1857,0.00038,1552,240,1792
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:role-rubric,v2,role-rubric,IL-04,flattened,case type,1.0,True,False,1288,0,1832,222,2054
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:role-rubric,v2,role-rubric,IL-08,flattened,case category,1.0,True,False,3683,0.00053545,1221,233,1454
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:role-rubric,v2,role-rubric,IL-08,flattened,case category,1.0,True,False,3151,0,1406,182,1588
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:role-rubric,v2,role-rubric,IL-10,motion-facsimile,filing type,1.0,True,False,1670,0.00035548999999999997,3311,197,3508
classification,eval-XQs-2026-08-23T02:36:07,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:role-rubric,v2,role-rubric,IL-10,motion-facsimile,filing type,1.0,True,False,1533,0,4159,192,4351
