suite,provider_label,prompt_label,prompt_version,input_mode,case_id,variant,classification_level,field,passed,score,reason
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,case category,False,0.0,"case category: unexpected value ""Family Law"" (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,court,False,0.0,"court: unexpected value ""THE TRIAL COURT, Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,court,False,0.0,"court: unexpected value ""THE TRIAL COURT"" (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,case category,False,0.0,"case category: unexpected value ""Family Law"" (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,scanned,,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,case category,False,0.0,"case category: unexpected value ""Family Law"" (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-guard-v2,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,other party names,False,0.0,"other party names: unexpected field ""Taylor Brooks (former name)"""
