suite,eval_id,provider_id,provider_label,prompt_label,prompt_version,input_mode,case_id,variant,score,passed,api_error,latency_ms,cost,prompt_tokens,completion_tokens,total_tokens
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:deepseek-v4,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,IL-04,flattened,0.8529276693455798,True,False,2864,0,480,127,607
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:deepseek-v4,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-04,flattened,0.8529276693455798,True,False,14503,0,869,129,998
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:mistral-large-3,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,IL-08,flattened,0.0,False,False,1740,0,606,165,771
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-08,flattened,0.7443931398416886,True,False,2819,0.00052405,539,333,872
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,0.6185515873015873,True,False,1757,0.00034145000000000003,926,125,1051
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-08,flattened,0.712885462555066,True,False,11086,0.0065225000000000005,539,345,884
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,0.6450667388167388,True,False,4055,0.006965000000000001,926,310,1236
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:mistral-small-2503,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-08,flattened,0.6621275384323401,True,False,1268,0,606,150,756
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:mistral-small-2503,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,0.6185515873015873,True,False,1423,0,1019,169,1188
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:DeepSeek-V4-Flash-Jack,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,IL-08,flattened,0.6450667388167388,True,False,702,0,554,152,706
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:DeepSeek-V4-Flash-Jack,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,0.6450667388167388,True,False,2893,0,943,145,1088
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:deepseek-v4,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,IL-08,flattened,0.7729215229215229,True,False,1165,0,554,111,665
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:mistral-large-3,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,0.6185515873015873,True,False,7579,0,1019,181,1200
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:deepseek-v4,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-08,flattened,0.6450667388167388,True,False,3116,0,943,143,1086
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,0.363035343035343,False,False,1808,0.00024900000000000004,545,112,657
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,0.5640540540540541,False,False,1656,0.00037765,932,153,1085
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,0.5645945945945946,False,False,3963,0.006845,932,301,1233
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:mistral-small-2503,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,0.3413186813186813,False,False,1230,0,588,145,733
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:mistral-small-2503,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,0.36228571428571427,False,False,1531,0,1001,151,1152
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,0.5851597051597052,False,False,8972,0.0074825000000000004,545,408,953
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:mistral-large-3,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,0.3504247104247104,False,False,1107,0,1001,172,1173
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:mistral-large-3,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,0.0,False,False,2354,0,588,215,803
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:DeepSeek-V4-Flash-Jack,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,0.4843333333333334,False,False,4400,0,935,140,1075
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:DeepSeek-V4-Flash-Jack,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,0.5624324324324325,False,False,5981,0,546,139,685
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:deepseek-v4,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,IL-10,motion-facsimile,0.5624324324324325,False,False,2047,0,546,147,693
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:deepseek-v4,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,IL-10,motion-facsimile,0.5645945945945946,False,False,1664,0,935,144,1079
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,scanned,0.0,False,False,980,8.230000000000001e-05,274,22,296
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,scanned,0.0,False,False,1779,0.00018865,437,81,518
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,scanned,0.0,False,False,1767,0.00133,274,43,317
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:mistral-small-2503,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,MA-01,scanned,0.0,False,False,1906,0,271,255,526
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,scanned,0.0,False,False,2521,0.0033575000000000002,437,151,588
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:mistral-large-3,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,MA-01,scanned,0.0,False,False,947,0,271,84,355
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:mistral-small-2503,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,scanned,0.0,False,False,1353,0,439,163,602
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:mistral-large-3,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,scanned,0.0,False,False,1168,0,439,84,523
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:DeepSeek-V4-Flash-Jack,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,MA-01,scanned,0.15655892869662763,False,False,1413,0,267,139,406
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:DeepSeek-V4-Flash-Jack,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,scanned,0.0,False,False,1748,0,433,123,556
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:deepseek-v4,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,MA-01,scanned,0.15655892869662763,False,False,1891,0,267,132,399
sentinel-text,eval-dsx-2026-08-22T19:25:45,openai:chat:deepseek-v4,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,scanned,0.15655892869662763,False,False,25879,0,433,156,589
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,0.0,False,False,1622,0,557,174,731
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,0.0,False,False,3051,0,558,1024,1582
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,0.7460709759188846,True,False,1390,0.00022805000000000001,559,93,652
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,0.858808618504436,True,False,4901,0.00035190000000000004,722,166,888
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,0.8372623574144487,True,False,4167,0.007670000000000001,722,391,1113
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,0.6548795944233206,True,False,1296,0.000147,560,105,665
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,0.8372623574144487,True,False,1963,0.00019065,723,137,860
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,0.831466030989273,True,False,1280,0.00247,560,107,667
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,flattened,0.8372623574144487,True,False,13938,0.0067225,559,355,914
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,1.0,True,False,1404,0.0030575000000000003,723,125,848
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,0.8372623574144487,True,False,1248,0,721,119,840
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,flattened,0.858808618504436,True,False,759,0,722,146,868
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,0.0,False,False,975,0.0001048,274,40,314
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,0.0,False,False,1600,0.00020990000000000003,437,98,535
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,0.0,False,False,1771,0.0021125000000000002,437,68,505
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,0.0,False,False,2455,0.001195,274,34,308
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,0.0,False,False,1340,0.0001131,438,79,517
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,0.0,False,False,2498,0.00018345,275,237,512
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,0.0,False,False,1254,0.0030575000000000003,275,237,512
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,0.0,False,False,831,0.001885,438,79,517
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,0.0,False,False,767,0,276,47,323
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,0.0,False,False,875,0,440,80,520
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:text,v2-evidence-bound,text,MA-01,scanned,0.0,False,False,477,0,441,93,534
modality-text,eval-8HV-2026-08-22T19:38:05,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v1-production:text,v1-production,text,MA-01,scanned,0.0,False,False,1821,0,277,745,1022
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,0.5845143449706187,False,False,2989,0.00040090000000000004,1217,126,1343
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,0.0,False,False,1765,0,2779,147,2926
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,0.6048795944233206,True,False,3383,0.0006616,1333,316,1649
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,0.8372623574144487,True,False,3293,0.006732500000000001,1217,246,1463
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-5.4,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,0.8372623574144487,True,False,4193,0.0082675,1333,329,1662
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,1.0,True,False,2468,0.0039474,25812,126,25938
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-4o-mini,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,0.8372623574144487,True,False,3144,0.0039756,25928,144,26072
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,0.858808618504436,True,False,2689,0.0036550000000000003,938,131,1069
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:gpt-4o,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,1.0,True,False,2533,0.004025000000000001,1054,139,1193
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,1.0,True,False,1649,0,2779,133,2912
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:benchmark-llama-4-scout,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,1.0,True,False,2023,0,2897,137,3034
modality-vision,eval-TX3-2026-08-22T19:38:53,openai:chat:llama-4-maverick,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,1.0,True,False,1350,0,2897,139,3036
