suite,provider_label,prompt_label,prompt_version,input_mode,case_id,variant,field,passed,score,reason
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case category,False,0.0,"case category: unexpected value ""Divorce"" (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case type,False,0.0,"case type: unexpected value ""Complaint for Divorce under G.L. c. 208, § 1B"" (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,interactive,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,interactive,court,False,0.0,"court: unexpected value ""COMMONWEALTH OF MASSACHUSETTS THE TRIAL COURT Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,interactive,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,interactive,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,interactive,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,interactive,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,interactive,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,interactive,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v1-production,v1-production,,MA-01,interactive,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,court,False,0.0,"court: unexpected value ""COMMONWEALTH OF MASSACHUSETTS THE TRIAL COURT Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,MA-01,interactive,document title,False,0.0,"document title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,MA-01,interactive,court,False,0.0,"court: unexpected value ""Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,MA-01,interactive,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,MA-01,interactive,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,MA-01,interactive,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,MA-01,interactive,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,MA-01,interactive,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,MA-01,interactive,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,MA-01,interactive,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,court,False,0.0,"court: unexpected value ""Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,MA-01,interactive,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,MA-01,interactive,court,False,0.0,"court: unexpected value ""Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,MA-01,interactive,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,MA-01,interactive,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,MA-01,interactive,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,MA-01,interactive,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,MA-01,interactive,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,MA-01,interactive,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v1-production,v1-production,,MA-01,interactive,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,MA-01,interactive,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,MA-01,interactive,court,False,0.0,"court: unexpected value ""Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,MA-01,interactive,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,MA-01,interactive,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,MA-01,interactive,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,MA-01,interactive,document date,False,0.0,"document date: unexpected value ""DATE"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,MA-01,interactive,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,MA-01,interactive,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,MA-01,interactive,case type,False,0.0,"case type: missing (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v1-production,v1-production,,MA-01,interactive,docket number,False,0.0,"docket number: unexpected field ""MA-01 - synthetic filled test facsimile - page 1"""
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,court,False,0.0,"court: unexpected value ""Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,deepseek-small:deepseek-v4-flash,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,MA-01,interactive,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,MA-01,interactive,court,False,0.0,"court: unexpected value ""Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,MA-01,interactive,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,MA-01,interactive,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,MA-01,interactive,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,MA-01,interactive,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,MA-01,interactive,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,MA-01,interactive,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v1-production,v1-production,,MA-01,interactive,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,court,False,0.0,"court: unexpected value ""Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,mistral-large:mistral-large-3,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,court,False,0.0,"court: unexpected value ""THE TRIAL COURT Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case title,False,0.0,"case title: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,plaintiff or petitioner names,False,0.0,"plaintiff or petitioner names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,defendant or respondent names,False,0.0,"defendant or respondent names: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,document date,False,0.0,"document date: missing (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,deepseek-large:deepseek-v4-pro,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,interactive,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v1-production,v1-production,,MA-01,flattened,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,document date,False,0.0,"document date: unexpected value ""DATE August 10, 2026"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,openai-large:gpt-5.4,document-extraction:v2-evidence-bound,v2-evidence-bound,,MA-01,flattened,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,MA-01,flattened,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,MA-01,flattened,court,False,0.0,"court: unexpected value ""Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,MA-01,flattened,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
sentinel-text,mistral-small:mistral-small-2503,document-extraction:v1-production,v1-production,,MA-01,flattened,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
