suite,provider_label,prompt_label,prompt_version,input_mode,case_id,variant,classification_level,field,passed,score,reason
form-identity-vision,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case category,False,0.0,"case category: unexpected value ""Divorce"" (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case type,False,0.0,"case type: unexpected value ""Complaint for Divorce"" (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,document date,False,0.0,"document date: unexpected value ""DATE August 10, 2026"" (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,document date,False,0.0,"document date: unexpected value ""DATE August 10, 2026"" (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-large:gpt-5.4,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,form name,False,0.0,"form name: unexpected value ""Form CJD 101B"" (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,court,False,0.0,"court: unexpected value ""Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,form name,False,0.0,"form name: unexpected value ""Form CJD 101B"" (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,court,False,0.0,"court: unexpected value ""THE TRIAL COURT Probate and Family Court"" (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,form revision,False,0.0,"form revision: unexpected field ""Not for filing"""
form-identity-vision,openai-small:gpt-4o-mini,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,docket number,False,0.0,"docket number: unexpected field ""Not provided"""
form-identity-vision,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,case category,False,0.0,"case category: unexpected value ""Family Law"" (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,form revision,False,0.0,"form revision: unexpected field ""TEST COPY - NOT FOR FILING"""
form-identity-vision,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,form name,False,0.0,"form name: unexpected value ""Form CJD 101B | TEST COPY - NOT FOR FILING"" (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-large:gpt-4o,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,meta-small:llama-4-scout,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,form name,False,0.0,"form name: missing (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,case category,False,0.0,"case category: unexpected value ""Divorce"" (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v1-production:vision,v1-production,vision,MA-01,flattened,,case type,False,0.0,"case type: unexpected value ""Divorce Under G.L. C. 208, § 1B"" (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,form name,True,1.0,"form name: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,form identifier,True,1.0,"form identifier: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,court,True,1.0,"court: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,filing type,True,1.0,"filing type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case category,True,1.0,"case category: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,meta-large:llama-4-maverick,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,flattened,,case type,True,1.0,"case type: matched (synthetic_semantic_label_unverified, confidence 0.65)"
form-identity-vision,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,form name,False,0.0,"form name: unexpected value ""Form CJ-D 101B"" (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,form identifier,False,0.0,"form identifier: unexpected value ""CJ-D 101B"" (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,document title,True,1.0,"document title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,court,False,0.0,"court: unexpected value ""COMMONWEALTH OF MASSACHUSETTS THE TRIAL COURT Probate and Family Court (Middle sex Division)"" (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,case title,True,1.0,"case title: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,plaintiff or petitioner names,True,1.0,"plaintiff or petitioner names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,defendant or respondent names,True,1.0,"defendant or respondent names: matched (synthetic_document_ground_truth, confidence 0.99)"
form-identity-vision,openai-small:gpt-5.4-nano,document-extraction:v2-evidence-bound:vision,v2-evidence-bound,vision,MA-01,scanned,,document date,True,1.0,"document date: matched (synthetic_document_ground_truth, confidence 0.99)"
