suite,eval_id,provider_id,provider_label,prompt_label,prompt_version,input_mode,case_id,variant,classification_level,score,passed,api_error,latency_ms,cost,prompt_tokens,completion_tokens,total_tokens
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,VT-03,flattened,filing type,0.2,False,False,2325,0,3081,234,3315
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,VT-03,flattened,filing type,1.0,True,False,2071,0.0003410500000000001,2678,213,2891
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,VT-06,flattened,filing type,1.0,True,False,2163,0.00040092000000000003,2989,248,3237
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,VT-06,flattened,filing type,1.0,True,False,1480,0,3428,214,3642
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,IL-02,flattened,case category,1.0,True,False,1241,0,1458,183,1641
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,IL-02,flattened,case category,1.0,True,False,1809,0.00029133,1297,173,1470
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,IL-02,flattened,case type,1.0,True,False,2352,0.00042925000000000005,1065,173,1238
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,IL-02,flattened,case type,1.0,True,False,4301,0,1171,219,1390
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,IL-02,flattened,filing type,1.0,True,False,2000,0.00028252,1645,184,1829
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,IL-02,flattened,filing type,1.0,True,False,2063,0,1906,208,2114
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,IL-04,flattened,case type,1.0,True,False,2376,0.0003993,1586,250,1836
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,IL-04,flattened,case type,1.0,True,False,1866,0,1857,215,2072
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,IL-08,flattened,case category,1.0,True,False,2107,0.00030378,1278,186,1464
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,IL-08,flattened,case category,1.0,True,False,8406,0,1460,204,1664
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:gpt-5.4-nano,openai-small:gpt-5.4-nano,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,IL-10,motion-facsimile,filing type,1.0,True,False,1649,0.0009639500000000001,3651,187,3838
classification,eval-uwq-2026-08-23T02:41:10,openai:chat:mistral-large-3,mistral-large:mistral-large-3,taxonomy-classification:v2:form-crosswalk,v2,form-crosswalk,IL-10,motion-facsimile,filing type,1.0,True,False,3764,0,4512,214,4726
